support,itemsets
0.013901535846536757,"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.010805560614338615,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010805560614338615,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'JUMBO BAG RED RETROSPOT'})"
0.013780125053117221,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
0.01772597583925211,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})"
0.011351909184726523,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})"
0.022582407576033508,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})"
0.01262672251563164,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 SKULL CAKE CASES'})"
0.010562739027499544,"frozenset({'PARTY BUNTING', '60 TEATIME FAIRY CAKE CASES'})"
0.01019850664724094,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'REGENCY CAKESTAND 3 TIER'})"
0.010077095853821405,"frozenset({'SET OF 4 PANTRY JELLY MOULDS', '60 TEATIME FAIRY CAKE CASES'})"
0.011048382201177685,"frozenset({'60 TEATIME FAIRY CAKE CASES', 'SET OF 60 PANTRY DESIGN CAKE CASES'})"
0.011594730771565592,"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
0.012262490135373035,"frozenset({'72 SWEETHEART FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})"
0.014872822193893038,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})"
0.013476598069568385,"frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE', 'ALARM CLOCK BAKELIKE GREEN'})"
0.010137801250531172,"frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE', 'ALARM CLOCK BAKELIKE PINK'})"
0.013962241243246524,"frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE', 'ALARM CLOCK BAKELIKE RED'})"
0.016390457111637224,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN'})"
0.012019668548533965,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE GREEN'})"
0.018515145996479087,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK'})"
0.030474109148303286,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE RED'})"
0.010016390457111637,"frozenset({'LUNCH BAG RED SPOTTY', 'ALARM CLOCK BAKELIKE GREEN'})"
0.010805560614338615,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'ALARM CLOCK BAKELIKE GREEN'})"
0.011473319978146056,"frozenset({'PARTY BUNTING', 'ALARM CLOCK BAKELIKE GREEN'})"
0.0121410793419535,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'REGENCY CAKESTAND 3 TIER'})"
0.010502033630789777,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'SMALL POPCORN HOLDER'})"
0.01335518727614885,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE PINK'})"
0.01863655678989862,"frozenset({'ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE RED'})"
0.013901535846536757,"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE RED'})"
0.02161112122867723,"frozenset({'ALARM CLOCK BAKELIKE RED', 'ALARM CLOCK BAKELIKE PINK'})"
0.010380622837370242,"frozenset({'LUNCH BAG RED SPOTTY', 'ALARM CLOCK BAKELIKE RED'})"
0.010987676804467918,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'ALARM CLOCK BAKELIKE RED'})"
0.01262672251563164,"frozenset({'PARTY BUNTING', 'ALARM CLOCK BAKELIKE RED'})"
0.013415892672858616,"frozenset({'ALARM CLOCK BAKELIKE RED', 'REGENCY CAKESTAND 3 TIER'})"
0.011776846961694894,"frozenset({'ANTIQUE SILVER TEA GLASS ETCHED', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011716141564985127,"frozenset({'ANTIQUE SILVER TEA GLASS ETCHED', 'JUMBO BAG RED RETROSPOT'})"
0.011109087597887451,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'ANTIQUE SILVER TEA GLASS ETCHED'})"
0.013901535846536757,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'ANTIQUE SILVER TEA GLASS ETCHED'})"
0.016633278698476296,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01384083044982699,"frozenset({'PAINTED METAL PEARS ASSORTED', 'ASSORTED COLOUR BIRD ORNAMENT'})"
0.013294481879439083,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'PARTY BUNTING'})"
0.013233776482729314,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'REGENCY CAKESTAND 3 TIER'})"
0.010805560614338615,"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'VICTORIAN GLASS HANGING T-LIGHT'})"
0.017058216475444667,"frozenset({'BAKING SET 9 PIECE RETROSPOT', 'BAKING SET SPACEBOY DESIGN'})"
0.012687427912341407,"frozenset({'RETROSPOT TEA SET CERAMIC 11 PC', 'BAKING SET 9 PIECE RETROSPOT'})"
0.01238390092879257,"frozenset({'BATHROOM METAL SIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.013415892672858616,"frozenset({'BATHROOM METAL SIGN', 'JUMBO BAG RED RETROSPOT'})"
0.010319917440660475,"frozenset({'BATHROOM METAL SIGN', 'JUMBO STORAGE BAG SUKI'})"
0.012505311722212104,"frozenset({'BATHROOM METAL SIGN', 'KITCHEN METAL SIGN'})"
0.01657257330176653,"frozenset({'BATHROOM METAL SIGN', 'TOILET METAL SIGN'})"
0.01408365203666606,"frozenset({'PINK 3 PIECE POLKADOT CUTLERY SET', 'BLUE 3 PIECE POLKADOT CUTLERY SET'})"
0.010987676804467918,"frozenset({'BLUE 3 PIECE POLKADOT CUTLERY SET', 'RED 3 PIECE RETROSPOT CUTLERY SET'})"
0.013173071086019547,"frozenset({'BLUE HAPPY BIRTHDAY BUNTING', 'PINK HAPPY BIRTHDAY BUNTING'})"
0.014265768226795362,"frozenset({'RED  HARMONICA IN BOX', 'BLUE HARMONICA IN BOX'})"
0.01019850664724094,"frozenset({'PINK POLKADOT BOWL', 'BLUE POLKADOT BOWL'})"
0.010987676804467918,"frozenset({'BLUE SPOT CERAMIC DRAWER KNOB', 'BLUE STRIPE CERAMIC DRAWER KNOB'})"
0.010744855217628847,"frozenset({'BLUE SPOT CERAMIC DRAWER KNOB', 'RED SPOT CERAMIC DRAWER KNOB'})"
0.010744855217628847,"frozenset({'RED STRIPE CERAMIC DRAWER KNOB', 'BLUE SPOT CERAMIC DRAWER KNOB'})"
0.01044132823408001,"frozenset({'BLUE SPOT CERAMIC DRAWER KNOB', 'WHITE SPOT BLUE CERAMIC DRAWER KNOB'})"
0.012869544102470709,"frozenset({'RED STRIPE CERAMIC DRAWER KNOB', 'BLUE STRIPE CERAMIC DRAWER KNOB'})"
0.011716141564985127,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'BOX OF 24 COCKTAIL PARASOLS'})"
0.010866266011048382,"frozenset({'PARTY BUNTING', 'BOX OF 24 COCKTAIL PARASOLS'})"
0.010866266011048382,"frozenset({'BOX OF 24 COCKTAIL PARASOLS', 'REGENCY CAKESTAND 3 TIER'})"
0.01044132823408001,"frozenset({""BOX OF 6 MINI 50'S CRACKERS"", 'BOX OF 6 MINI VINTAGE CRACKERS'})"
0.011534025374855825,"frozenset({""BOX OF 6 MINI 50'S CRACKERS"", ""PAPER CHAIN KIT 50'S CHRISTMAS""})"
0.012444606325502337,"frozenset({'BUNTING , SPOTTY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012930249499180478,"frozenset({'BUNTING , SPOTTY', 'JUMBO BAG RED RETROSPOT'})"
0.014387179020214897,"frozenset({'JUMBO BAG VINTAGE DOILY', 'BUNTING , SPOTTY'})"
0.010805560614338615,"frozenset({'LUNCH BAG  BLACK SKULL.', 'BUNTING , SPOTTY'})"
0.01238390092879257,"frozenset({'BUNTING , SPOTTY', 'LUNCH BAG APPLE DESIGN'})"
0.010866266011048382,"frozenset({'LUNCH BAG CARS BLUE', 'BUNTING , SPOTTY'})"
0.012566017118921873,"frozenset({'LUNCH BAG RED SPOTTY', 'BUNTING , SPOTTY'})"
0.011473319978146056,"frozenset({'LUNCH BAG SUKI DESIGN', 'BUNTING , SPOTTY'})"
0.012262490135373035,"frozenset({'BUNTING , SPOTTY', 'LUNCH BAG VINTAGE DOILY'})"
0.010380622837370242,"frozenset({'BUNTING , SPOTTY', 'PACK OF 72 RETROSPOT CAKE CASES'})"
0.02743883931281491,"frozenset({'PARTY BUNTING', 'BUNTING , SPOTTY'})"
0.010016390457111637,"frozenset({'BUNTING , SPOTTY', 'RED RETROSPOT CHARLOTTE BAG'})"
0.010016390457111637,"frozenset({'BUNTING , SPOTTY', 'REGENCY CAKESTAND 3 TIER'})"
0.013780125053117221,"frozenset({'CHARLOTTE BAG ALPHABET  DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
0.011837552358404663,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG ALPHABET  DESIGN'})"
0.014144357433375826,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG ALPHABET  DESIGN'})"
0.010077095853821405,"frozenset({'LUNCH BAG  BLACK SKULL.', 'CHARLOTTE BAG ALPHABET  DESIGN'})"
0.010502033630789777,"frozenset({'CHARLOTTE BAG ALPHABET  DESIGN', 'LUNCH BAG APPLE DESIGN'})"
0.010016390457111637,"frozenset({'LUNCH BAG RED SPOTTY', 'CHARLOTTE BAG ALPHABET  DESIGN'})"
0.014205062830085595,"frozenset({'CHARLOTTE BAG ALPHABET  DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
0.012080373945243732,"frozenset({'CHARLOTTE BAG ALPHABET  DESIGN', 'STRAWBERRY CHARLOTTE BAG'})"
0.0121410793419535,"frozenset({'CHARLOTTE BAG ALPHABET  DESIGN', 'WOODLAND CHARLOTTE BAG'})"
0.01384083044982699,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG APPLES DESIGN'})"
0.016936805682025134,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
0.012019668548533965,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'JUMBO BAG APPLES'})"
0.010805560614338615,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'JUMBO BAG RED RETROSPOT'})"
0.01019850664724094,"frozenset({'JUMBO BAG VINTAGE DOILY', 'CHARLOTTE BAG APPLES DESIGN'})"
0.011534025374855825,"frozenset({'LUNCH BAG  BLACK SKULL.', 'CHARLOTTE BAG APPLES DESIGN'})"
0.015176349177441874,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'LUNCH BAG APPLE DESIGN'})"
0.012444606325502337,"frozenset({'LUNCH BAG RED SPOTTY', 'CHARLOTTE BAG APPLES DESIGN'})"
0.011473319978146056,"frozenset({'LUNCH BAG SUKI DESIGN', 'CHARLOTTE BAG APPLES DESIGN'})"
0.010623444424209313,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'LUNCH BAG VINTAGE DOILY'})"
0.010319917440660475,"frozenset({'PARTY BUNTING', 'CHARLOTTE BAG APPLES DESIGN'})"
0.01772597583925211,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
0.014690706003763735,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'STRAWBERRY CHARLOTTE BAG'})"
0.015358465367571177,"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG APPLES DESIGN'})"
0.010077095853821405,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
0.01189825775511443,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG DOLLY GIRL DESIGN'})"
0.011716141564985127,"frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
0.021489710435257693,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})"
0.011776846961694894,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'JUMBO BAG PINK POLKADOT'})"
0.014630000607053967,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})"
0.010137801250531172,"frozenset({'JUMBO BAG VINTAGE DOILY', 'CHARLOTTE BAG PINK POLKADOT'})"
0.011109087597887451,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'JUMBO STORAGE BAG SUKI'})"
0.014994232987312572,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})"
0.011716141564985127,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG APPLE DESIGN'})"
0.013415892672858616,"frozenset({'LUNCH BAG CARS BLUE', 'CHARLOTTE BAG PINK POLKADOT'})"
0.013173071086019547,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG PINK POLKADOT'})"
0.016390457111637224,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG RED SPOTTY'})"
0.012080373945243732,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN'})"
0.013780125053117221,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG SUKI DESIGN'})"
0.010562739027499544,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG WOODLAND'})"
0.013476598069568385,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'PACK OF 72 RETROSPOT CAKE CASES'})"
0.01238390092879257,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'PARTY BUNTING'})"
0.02695319613913677,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG'})"
0.010866266011048382,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'REGENCY CAKESTAND 3 TIER'})"
0.011655436168275359,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'SMALL POPCORN HOLDER'})"
0.02039701329448188,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG'})"
0.019972075517513507,"frozenset({'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})"
0.011473319978146056,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010926971407758149,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO BAG APPLES'})"
0.010319917440660475,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO BAG PINK POLKADOT'})"
0.010562739027499544,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO BAG PINK VINTAGE PAISLEY'})"
0.017058216475444667,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO BAG RED RETROSPOT'})"
0.011473319978146056,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO BAG VINTAGE DOILY'})"
0.010502033630789777,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})"
0.01481211679718327,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'JUMBO STORAGE BAG SUKI'})"
0.0169975110787349,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
0.01384083044982699,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG APPLE DESIGN'})"
0.0145692952103442,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG CARS BLUE'})"
0.01189825775511443,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG PINK POLKADOT'})"
0.01790809202938141,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG RED SPOTTY'})"
0.01311236568930978,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG SPACEBOY DESIGN'})"
0.017604565045832573,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG SUKI DESIGN'})"
0.012444606325502337,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG WOODLAND'})"
0.0145692952103442,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'PACK OF 72 RETROSPOT CAKE CASES'})"
0.01408365203666606,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'PARTY BUNTING'})"
0.010866266011048382,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RECIPE BOX PANTRY YELLOW DESIGN'})"
0.026771079949007466,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})"
0.011655436168275359,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'REGENCY CAKESTAND 3 TIER'})"
0.010562739027499544,"frozenset({'SKULL SHOULDER BAG', 'CHARLOTTE BAG SUKI DESIGN'})"
0.013233776482729314,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'SMALL POPCORN HOLDER'})"
0.010259212043950708,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CERAMIC TRINKET POT'})"
0.022036059005645602,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})"
0.010562739027499544,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'SUKI  SHOULDER BAG'})"
0.023128756146421417,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'WOODLAND CHARLOTTE BAG'})"
0.01019850664724094,"frozenset({'PINK FAIRY CAKE CHILDRENS APRON', 'CHILDRENS APRON SPACEBOY DESIGN'})"
0.018575851393188854,"frozenset({'HOT WATER BOTTLE I AM SO POORLY', 'CHOCOLATE HOT WATER BOTTLE'})"
0.01602622473137862,"frozenset({'HOT WATER BOTTLE KEEP CALM', 'CHOCOLATE HOT WATER BOTTLE'})"
0.0171796272688642,"frozenset({'CHOCOLATE HOT WATER BOTTLE', 'HOT WATER BOTTLE TEA AND SYMPATHY'})"
0.010259212043950708,"frozenset({'RETROSPOT HEART HOT WATER BOTTLE', 'CHOCOLATE HOT WATER BOTTLE'})"
0.013901535846536757,"frozenset({'SCOTTIE DOG HOT WATER BOTTLE', 'CHOCOLATE HOT WATER BOTTLE'})"
0.010077095853821405,"frozenset({'CHOCOLATE THIS WAY METAL SIGN', 'HAND OVER THE CHOCOLATE   SIGN'})"
0.013537303466278152,"frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL', 'CHRISTMAS CRAFT LITTLE FRIENDS'})"
0.012566017118921873,"frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS', 'CHRISTMAS CRAFT WHITE FAIRY'})"
0.010380622837370242,"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS"", 'CHRISTMAS CRAFT LITTLE FRIENDS'})"
0.010987676804467918,"frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL', 'CHRISTMAS CRAFT WHITE FAIRY'})"
0.01116979299459722,"frozenset({'CLOTHES PEGS RETROSPOT PACK 24', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010259212043950708,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'CLOTHES PEGS RETROSPOT PACK 24'})"
0.010016390457111637,"frozenset({'COOK WITH WINE METAL SIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.017118921872154434,"frozenset({'GIN AND TONIC DIET METAL SIGN', 'COOK WITH WINE METAL SIGN'})"
0.01578340314453955,"frozenset({'HAND OVER THE CHOCOLATE   SIGN', 'COOK WITH WINE METAL SIGN'})"
0.010016390457111637,"frozenset({'HOT BATHS METAL SIGN', 'COOK WITH WINE METAL SIGN'})"
0.01481211679718327,"frozenset({'PLEASE ONE PERSON METAL SIGN', 'COOK WITH WINE METAL SIGN'})"
0.01116979299459722,"frozenset({'CREAM HEART CARD HOLDER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010987676804467918,"frozenset({'GARDENERS KNEELING PAD CUP OF TEA', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01238390092879257,"frozenset({'GARDENERS KNEELING PAD KEEP CALM', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011230498391306987,"frozenset({'GIN AND TONIC DIET METAL SIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012687427912341407,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01262672251563164,"frozenset({'HANGING HEART JAR T-LIGHT HOLDER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.017240332665573968,"frozenset({'HEART OF WICKER LARGE', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01845444059976932,"frozenset({'HEART OF WICKER SMALL', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012808838705760942,"frozenset({'HOME BUILDING BLOCK WORD', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012019668548533965,"frozenset({'JAM MAKING SET PRINTED', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012262490135373035,"frozenset({'JAM MAKING SET WITH JARS', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010380622837370242,"frozenset({'JUMBO BAG APPLES', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011230498391306987,"frozenset({'JUMBO BAG PINK POLKADOT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.02136829964183816,"frozenset({'JUMBO BAG RED RETROSPOT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010016390457111637,"frozenset({'JUMBO BAG STRAWBERRY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012808838705760942,"frozenset({'JUMBO BAG VINTAGE DOILY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011109087597887451,"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.013415892672858616,"frozenset({'JUMBO STORAGE BAG SUKI', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01141261458143629,"frozenset({'LARGE WHITE HEART OF WICKER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01189825775511443,"frozenset({'LOVE BUILDING BLOCK WORD', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011351909184726523,"frozenset({'LOVEBIRD HANGING DECORATION WHITE', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.014326473623505129,"frozenset({'LUNCH BAG  BLACK SKULL.', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010987676804467918,"frozenset({'LUNCH BAG APPLE DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.013051660292600012,"frozenset({'LUNCH BAG CARS BLUE', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01384083044982699,"frozenset({'LUNCH BAG PINK POLKADOT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01790809202938141,"frozenset({'LUNCH BAG RED SPOTTY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01311236568930978,"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.015479876160990712,"frozenset({'LUNCH BAG SUKI DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011958963151824197,"frozenset({'LUNCH BAG VINTAGE DOILY', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010623444424209313,"frozenset({'LUNCH BAG WOODLAND', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.021307594245128392,"frozenset({'NATURAL SLATE HEART CHALKBOARD', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010380622837370242,"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.013415892672858616,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.022157469799065136,"frozenset({'PARTY BUNTING', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.016936805682025134,"frozenset({'PINK HANGING HEART T-LIGHT HOLDER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.014265768226795362,"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.024585685667455837,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011958963151824197,"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.017968797426091178,"frozenset({'CREAM HANGING HEART T-LIGHT HOLDER', 'REGENCY CAKESTAND 3 TIER'})"
0.01044132823408001,"frozenset({'RETROSPOT TEA SET CERAMIC 11 PC', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011837552358404663,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.016511867905056758,"frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.014326473623505129,"frozenset({'SET OF 4 PANTRY JELLY MOULDS', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011048382201177685,"frozenset({'SET OF 6 SPICE TINS PANTRY DESIGN', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01116979299459722,"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.012808838705760942,"frozenset({'SET/5 RED SPOTTY LID GLASS BOWLS', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010077095853821405,"frozenset({'SMALL DOLLY MIX DESIGN ORANGE BOWL', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010562739027499544,"frozenset({'SMALL GLASS HEART TRINKET POT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.015540581557700479,"frozenset({'SMALL POPCORN HOLDER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011594730771565592,"frozenset({'SMALL WHITE HEART OF WICKER', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.011534025374855825,"frozenset({'STRAWBERRY CERAMIC TRINKET POT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.014387179020214897,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.01044132823408001,"frozenset({'VINTAGE SNAP CARDS', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.010744855217628847,"frozenset({'WOOD BLACK BOARD ANT WHITE FINISH', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
0.015965519334668853,"frozenset({'WOODEN FRAME ANTIQUE WHITE', 'CREAM HANGING HEART T-LIGHT HOLDER'})"
